rider,place,grade,usual_grade,club,day,month
12437,,E,F,WaratahMastersCC,14,5
12345,,E,E,WaratahMastersCC,14,5
12335,,E,E,WaratahMastersCC,14,5
15517,,E,E,WaratahMastersCC,14,5
12647,,E,E,WaratahMastersCC,14,5
12456,1,E,D,WaratahMastersCC,14,5
15567,2,E,E,WaratahMastersCC,14,5
12909,3,E,E,WaratahMastersCC,14,5
14115,4,E,E,WaratahMastersCC,14,5
12494,5,E,E,WaratahMastersCC,14,5
12434,,F,E,WaratahMastersCC,14,5
12425,,F,F,WaratahMastersCC,14,5
13048,,F,F,WaratahMastersCC,14,5
12347,,F,E,WaratahMastersCC,14,5
12383,1,F,F,WaratahMastersCC,14,5
12557,2,F,F,DulwichHillBC,14,5
12417,,Helper,B,WaratahMastersCC,14,5
15703,,Helper,C,WaratahMastersCC,14,5
14338,,Helper,C,WaratahMastersCC,14,5
5111,,Helper,E,WaratahMastersCC,14,5
15020,,Helper,F,WaratahMastersCC,14,5
13480,,A,B,WaratahMastersCC,21,5
13960,,A,A,PenrithCC,21,5
15690,,A,A,SydneyCC,21,5
15655,,A,A,WaratahMastersCC,21,5
15360,,A,A,WaratahMastersCC,21,5
13011,,A,A,WaratahMastersCC,21,5
15510,,A,A,Unknown,21,5
15531,,A,B,LidcombeAuburnCC,21,5
5914,,A,A,MarconiCC,21,5
13975,,A,A,WaratahMastersCC,21,5
13845,,A,A,SydneyCC,21,5
15244,,A,A,ParramattaCC,21,5
16124,,A,A,MarconiCC,21,5
13543,,A,A,WaratahMastersCC,21,5
12336,,A,A,WaratahMastersCC,21,5
15599,,A,C,DulwichHillBC,21,5
14579,,A,A,PenrithCC,21,5
15250,,A,A,SutherlandShireCC,21,5
13385,,A,A,MarconiCC,21,5
15249,,A,A,DulwichHillBC,21,5
13432,,A,A,MarconiCC,21,5
14536,,A,A,PenrithCC,21,5
13865,,A,A,CaravelloCC,21,5
15283,,A,A,SydneyCC,21,5
13505,1,A,A,LidcombeAuburnCC,21,5
14383,2,A,A,LidcombeAuburnCC,21,5
15993,3,A,A,SydneyCC,21,5
16114,4,A,A,MarconiCC,21,5
15425,5,A,A,SydneyCC,21,5
14210,,B,B,WaratahMastersCC,21,5
15652,,B,B,WaratahMastersCC,21,5
15984,,B,B,NowraVeloClub,21,5
15762,,B,B,WaratahMastersCC,21,5
14769,,B,B,EasternSuburbsCC,21,5
15833,,B,B,WaratahMastersCC,21,5
13793,,B,B,PenrithCC,21,5
3661,,B,B,WaratahMastersCC,21,5
15185,,B,B,WaratahMastersCC,21,5
14123,,B,B,PenrithCC,21,5
15658,,B,B,NorthWesternSydneyCC,21,5
15149,,B,B,Unknown,21,5
12552,,B,B,PenrithCC,21,5
15434,,B,B,DulwichHillBC,21,5
14554,,B,B,NorthernSydneyCC,21,5
16078,,B,B,SydneyCC,21,5
16178,,B,B,SydneyCC,21,5
15251,,B,B,MudgeeCC,21,5
14303,,B,B,WaratahMastersCC,21,5
14439,,B,B,WaratahMastersCC,21,5
14230,,B,B,WaratahMastersCC,21,5
12479,,B,B,WaratahMastersCC,21,5
15727,1,B,B,LidcombeAuburnCC,21,5
15654,2,B,B,DulwichHillBC,21,5
15410,3,B,B,SydneyCC,21,5
16016,4,B,B,PenrithCC,21,5
15736,5,B,B,PenrithCC,21,5
3692,,C,C,WaratahMastersCC,21,5
14101,,C,C,WaratahMastersCC,21,5
12716,,C,C,HunterDistrictCC,21,5
12502,,C,C,WaratahMastersCC,21,5
14836,,C,B,WaratahMastersCC,21,5
13562,,C,C,WaratahMastersCC,21,5
14701,,C,C,WaratahMastersCC,21,5
15809,,C,C,WaratahMastersCC,21,5
12730,,C,C,WaratahMastersCC,21,5
13368,,C,C,RandwickBotanyCC,21,5
15834,,C,C,WaratahMastersCC,21,5
12436,,C,C,RandwickBotanyCC,21,5
16092,,C,C,PenrithCC,21,5
15992,,C,C,SydneyCC,21,5
12633,,C,C,Bicisport,21,5
15914,,C,C,SutherlandShireCC,21,5
16152,,C,C,DulwichHillBC,21,5
14330,,C,C,CaravelloCC,21,5
15176,,C,C,PenrithCC,21,5
13535,,C,C,WaratahMastersCC,21,5
14531,,C,C,WaratahMastersCC,21,5
14387,,C,C,WaratahMastersCC,21,5
15576,,C,C,WaratahMastersCC,21,5
16179,,C,C,SydneyCC,21,5
14598,,C,B,LidcombeAuburnCC,21,5
15730,,C,C,NorthWesternSydneyCC,21,5
15507,,C,C,WaratahMastersCC,21,5
15838,,C,C,StGeorgeCC,21,5
12596,,C,C,MarconiCC,21,5
14071,1,C,C,WaratahMastersCC,21,5
12367,2,C,C,WaratahMastersCC,21,5
15681,3,C,C,LidcombeAuburnCC,21,5
14830,4,C,C,WaratahMastersCC,21,5
13196,5,C,C,PenrithCC,21,5
3655,,D,D,WaratahMastersCC,21,5
12456,,D,D,WaratahMastersCC,21,5
12358,,D,D,WaratahMastersCC,21,5
12334,,D,D,WaratahMastersCC,21,5
12621,,D,D,WaratahMastersCC,21,5
12576,,D,D,MarconiCC,21,5
15827,,D,D,StGeorgeCC,21,5
16180,,D,D,StGeorgeCC,21,5
13436,,D,D,WaratahMastersCC,21,5
16101,,D,D,WaratahMastersCC,21,5
12603,,D,D,BankstownSportsCC,21,5
13437,,D,D,WaratahMastersCC,21,5
15256,,D,D,WaratahMastersCC,21,5
14895,,D,D,WaratahMastersCC,21,5
13712,,D,D,MarconiCC,21,5
16175,,D,D,MacarthurCollegiansCC,21,5
14148,,D,C,WaratahMastersCC,21,5
14857,,D,D,WaratahMastersCC,21,5
15150,,D,D,SutherlandShireCC,21,5
12528,,D,C,LidcombeAuburnCC,21,5
16102,1,D,D,ParramattaCC,21,5
16158,2,D,D,LidcombeAuburnCC,21,5
12443,3,D,D,WaratahMastersCC,21,5
15802,4,D,D,NorthWesternSydneyCC,21,5
12499,5,D,D,WaratahMastersCC,21,5
13424,,E,E,WaratahMastersCC,21,5
12478,,E,D,WaratahMastersCC,21,5
12468,,E,E,WaratahMastersCC,21,5
12353,,E,E,WaratahMastersCC,21,5
12494,,E,E,WaratahMastersCC,21,5
14115,,E,E,WaratahMastersCC,21,5
12538,,E,E,ParramattaCC,21,5
15517,,E,E,WaratahMastersCC,21,5
12345,1,E,E,WaratahMastersCC,21,5
15567,2,E,E,WaratahMastersCC,21,5
12434,,F,E,WaratahMastersCC,21,5
15020,,F,F,WaratahMastersCC,21,5
15924,,F,F,WaratahMastersCC,21,5
12347,,F,E,WaratahMastersCC,21,5
12425,1,F,F,WaratahMastersCC,21,5
13048,2,F,F,WaratahMastersCC,21,5
12417,,Helper,B,WaratahMastersCC,21,5
5058,,Helper,D,WaratahMastersCC,21,5
13960,,A,A,PenrithCC,28,5
13161,,A,A,SydneyUniVeloClub,28,5
15655,,A,A,WaratahMastersCC,28,5
14589,,A,A,EasternSuburbsCC,28,5
15530,,A,A,SydneyCC,28,5
14800,,A,A,RandwickBotanyCC,28,5
15448,,A,A,ManningValleyCC,28,5
13975,,A,A,WaratahMastersCC,28,5
15685,,A,A,SydneyUniVeloClub,28,5
15666,,A,A,LidcombeAuburnCC,28,5
14433,,A,A,SydneyCC,28,5
12336,,A,A,WaratahMastersCC,28,5
13963,,A,A,LidcombeAuburnCC,28,5
13916,,A,A,LidcombeAuburnCC,28,5
13106,,A,A,ManlyWarringahCC,28,5
15268,,A,A,LidcombeAuburnCC,28,5
14263,,A,A,SydneyUniVeloClub,28,5
15690,,A,A,SydneyCC,28,5
15883,,A,A,RaphaCCSydney,28,5
15964,,A,A,ManningValleyCC,28,5
15762,,A,B,WaratahMastersCC,28,5
13094,,A,A,RandwickBotanyCC,28,5
15145,,A,A,RandwickBotanyCC,28,5
13863,,A,A,ManlyWarringahCC,28,5
16109,,A,A,SydneyUniVeloClub,28,5
15488,,A,A,PelotonSports,28,5
14468,,A,A,SydneyUniVeloClub,28,5
15292,1,A,A,SydneyUniVeloClub,28,5
14383,2,A,A,LidcombeAuburnCC,28,5
13862,3,A,A,EasternSuburbsCC,28,5
15653,4,A,A,RandwickBotanyCC,28,5
15331,5,A,A,SydneyUniVeloClub,28,5
3661,,B,B,WaratahMastersCC,28,5
15947,,B,B,SydneyCC,28,5
15738,,B,A,RandwickBotanyCC,28,5
15219,,B,B,PenrithCC,28,5
14126,,B,B,WaratahMastersCC,28,5
15844,,B,C,SydneyCC,28,5
14896,,B,B,WaratahMastersCC,28,5
15558,,B,B,EasternSuburbsCC,28,5
16050,,B,B,SydneyCC,28,5
3638,,B,B,WaratahMastersCC,28,5
16181,,B,B,ManlyWarringahCC,28,5
16100,,B,B,SydneyCC,28,5
15992,,B,C,SydneyCC,28,5
15760,,B,B,SydneyUniVeloClub,28,5
14303,,B,B,WaratahMastersCC,28,5
15661,,B,B,NorthernSydneyCC,28,5
15381,,B,B,BankstownSportsCC,28,5
14127,,B,A,WaratahMastersCC,28,5
14331,,B,C,RandwickBotanyCC,28,5
15913,,B,B,SydneyCC,28,5
15338,,B,B,SouthernCrossCC,28,5
13951,,B,B,LidcombeAuburnCC,28,5
15146,,B,B,RandwickBotanyCC,28,5
15933,,B,B,NowraVeloClub,28,5
15955,,B,C,SouthernCrossCC,28,5
15546,,B,C,WaratahMastersCC,28,5
15917,1,B,B,WaratahMastersCC,28,5
15906,2,B,B,SydneyUniVeloClub,28,5
15372,3,B,B,ManningValleyCC,28,5
16010,4,B,B,SydneyCC,28,5
12379,5,B,B,RandwickBotanyCC,28,5
14830,,C,C,WaratahMastersCC,28,5
3692,,C,C,WaratahMastersCC,28,5
12716,,C,C,HunterDistrictCC,28,5
14701,,C,C,WaratahMastersCC,28,5
12730,,C,C,WaratahMastersCC,28,5
16182,,C,C,SydneyCC,28,5
15834,,C,C,WaratahMastersCC,28,5
14576,,C,C,DulwichHillBC,28,5
12633,,C,C,Bicisport,28,5
16069,,C,C,ADFCycling,28,5
15709,,C,C,RandwickBotanyCC,28,5
15651,,C,B,WaratahMastersCC,28,5
14101,,C,C,WaratahMastersCC,28,5
14388,,C,C,WaratahMastersCC,28,5
14531,,C,C,WaratahMastersCC,28,5
12857,,C,B,OrangeCTC,28,5
14330,,C,C,CaravelloCC,28,5
12764,,C,B,SydneyCC,28,5
15809,,C,C,WaratahMastersCC,28,5
16070,,C,C,RandwickBotanyCC,28,5
15150,,C,D,SutherlandShireCC,28,5
12412,,C,C,WaratahMastersCC,28,5
16183,1,C,C,RandwickBotanyCC,28,5
16184,2,C,C,SydneyCC,28,5
15703,3,C,C,WaratahMastersCC,28,5
12367,4,C,C,WaratahMastersCC,28,5
12502,5,C,C,WaratahMastersCC,28,5
15256,,D,D,WaratahMastersCC,28,5
12456,,D,D,WaratahMastersCC,28,5
5058,,D,D,WaratahMastersCC,28,5
12478,,D,D,WaratahMastersCC,28,5
16185,,D,D,Unknown,28,5
16180,,D,D,StGeorgeCC,28,5
15234,,D,C,ManlyWarringahCC,28,5
14246,,D,C,WaratahMastersCC,28,5
12978,,D,C,LidcombeAuburnCC,28,5
16186,,D,D,Unknown,28,5
12443,,D,D,WaratahMastersCC,28,5
12528,,D,C,LidcombeAuburnCC,28,5
15820,,D,D,LidcombeAuburnCC,28,5
16087,,D,C,ManningValleyCC,28,5
13920,,D,D,LidcombeAuburnCC,28,5
13712,,D,D,MarconiCC,28,5
14148,,D,C,WaratahMastersCC,28,5
13134,,D,D,WaratahMastersCC,28,5
12679,,D,D,WaratahMastersCC,28,5
13559,,D,D,WaratahMastersCC,28,5
12576,,D,D,MarconiCC,28,5
12603,,D,D,BankstownSportsCC,28,5
15802,,D,D,NorthWesternSydneyCC,28,5
12406,,D,D,WaratahMastersCC,28,5
12371,,D,D,WaratahMastersCC,28,5
12595,1,D,D,Bicisport,28,5
15870,2,D,D,WaratahMastersCC,28,5
15915,3,D,D,IllawarraCC,28,5
12621,4,D,D,WaratahMastersCC,28,5
12499,5,D,D,WaratahMastersCC,28,5
12437,,E,F,WaratahMastersCC,28,5
15517,,E,E,WaratahMastersCC,28,5
14020,,E,D,WaratahMastersCC,28,5
12345,,E,D,WaratahMastersCC,28,5
13424,,E,E,WaratahMastersCC,28,5
12494,1,E,E,WaratahMastersCC,28,5
15567,2,E,E,WaratahMastersCC,28,5
12434,,F,E,WaratahMastersCC,28,5
12425,,F,F,WaratahMastersCC,28,5
15924,,F,F,WaratahMastersCC,28,5
12543,,F,F,DulwichHillBC,28,5
12383,,F,F,WaratahMastersCC,28,5
15020,,F,F,WaratahMastersCC,28,5
12347,1,F,E,WaratahMastersCC,28,5
12557,2,F,F,DulwichHillBC,28,5
12417,,Helper,B,WaratahMastersCC,28,5
12483,,Helper,D,WaratahMastersCC,28,5
12468,,Helper,E,WaratahMastersCC,28,5
13916,,A,A,LidcombeAuburnCC,4,6
16114,,A,A,MarconiCC,4,6
15675,,A,A,ManlyWarringahCC,4,6
15224,,A,B,RandwickBotanyCC,4,6
14450,,A,A,RandwickBotanyCC,4,6
15531,,A,B,LidcombeAuburnCC,4,6
13946,,A,A,PenrithCC,4,6
16124,,A,A,MarconiCC,4,6
15690,,A,A,SydneyCC,4,6
15514,,A,B,PelotonSports,4,6
12336,,A,A,WaratahMastersCC,4,6
13957,,A,A,NorthernSydneyCC,4,6
13674,,A,A,RandwickBotanyCC,4,6
13432,,A,A,MarconiCC,4,6
16188,,A,A,MacarthurCollegiansCC,4,6
13385,,A,A,MarconiCC,4,6
14104,,A,A,CNSW,4,6
15679,1,A,A,NorthWesternSydneyCC,4,6
13576,2,A,A,PenrithCC,4,6
13960,3,A,A,PenrithCC,4,6
14544,4,A,A,PenrithCC,4,6
14210,,B,B,WaratahMastersCC,4,6
15736,,B,B,PenrithCC,4,6
12345,,B,D,WaratahMastersCC,4,6
12552,,B,B,PenrithCC,4,6
14896,,B,B,WaratahMastersCC,4,6
15521,,B,B,WaratahMastersCC,4,6
15460,,B,B,SydneyUniVeloClub,4,6
15185,,B,B,WaratahMastersCC,4,6
3638,,B,B,WaratahMastersCC,4,6
13793,,B,B,PenrithCC,4,6
15658,,B,B,NorthWesternSydneyCC,4,6
13886,,B,B,WaratahMastersCC,4,6
13704,,B,B,RandwickBotanyCC,4,6
15219,,B,B,PenrithCC,4,6
14123,,B,B,PenrithCC,4,6
16100,,B,B,SydneyCC,4,6
16190,,B,B,MarconiCC,4,6
15652,,B,B,WaratahMastersCC,4,6
14460,,B,B,PenrithCC,4,6
14989,,B,B,LidcombeAuburnCC,4,6
14439,,B,B,WaratahMastersCC,4,6
14230,,B,B,WaratahMastersCC,4,6
14691,,B,B,WaratahMastersCC,4,6
16010,1,B,B,SydneyCC,4,6
14579,2,B,A,PenrithCC,4,6
16126,3,B,B,ParramattaCC,4,6
15661,4,B,B,NorthernSydneyCC,4,6
16011,5,B,B,ManningValleyCC,4,6
16191,,C,C,PenrithCC,4,6
3692,,C,C,WaratahMastersCC,4,6
15810,,C,C,WaratahMastersCC,4,6
12716,,C,C,HunterDistrictCC,4,6
12502,,C,C,WaratahMastersCC,4,6
15335,,C,C,RandwickBotanyCC,4,6
14388,,C,C,WaratahMastersCC,4,6
5458,,C,C,WaratahMastersCC,4,6
14148,,C,C,WaratahMastersCC,4,6
14701,,C,C,WaratahMastersCC,4,6
16149,,C,C,LidcombeAuburnCC,4,6
16092,,C,C,PenrithCC,4,6
16170,,C,C,LidcombeAuburnCC,4,6
12436,,C,C,RandwickBotanyCC,4,6
12780,,C,C,WaratahMastersCC,4,6
15981,,C,C,NorthWesternSydneyCC,4,6
12658,,C,C,ParramattaCC,4,6
16152,,C,C,DulwichHillBC,4,6
15976,,C,C,CessnockCC,4,6
16182,,C,C,SydneyCC,4,6
14751,,C,C,ParramattaCC,4,6
14517,,C,C,WaratahMastersCC,4,6
16139,,C,C,ParklifeCC,4,6
14531,,C,C,WaratahMastersCC,4,6
13949,,C,C,PenrithCC,4,6
12730,,C,C,WaratahMastersCC,4,6
13196,,C,C,PenrithCC,4,6
15910,,C,C,LidcombeAuburnCC,4,6
12890,,C,C,WaratahMastersCC,4,6
16192,1,C,C,WaratahMastersCC,4,6
13954,2,C,C,ParklifeCC,4,6
14101,3,C,C,WaratahMastersCC,4,6
14071,4,C,C,WaratahMastersCC,4,6
15834,5,C,C,WaratahMastersCC,4,6
15256,,D,D,WaratahMastersCC,4,6
12481,,D,D,WaratahMastersCC,4,6
16155,,D,D,LidcombeAuburnCC,4,6
12621,,D,D,WaratahMastersCC,4,6
12499,,D,D,WaratahMastersCC,4,6
15266,,D,D,PenrithCC,4,6
15735,,D,D,WaratahMastersCC,4,6
12483,,D,D,WaratahMastersCC,4,6
12456,,D,D,WaratahMastersCC,4,6
5058,,D,D,WaratahMastersCC,4,6
12478,,D,D,WaratahMastersCC,4,6
15940,,D,D,ParramattaCC,4,6
16180,,D,D,StGeorgeCC,4,6
12406,,D,D,WaratahMastersCC,4,6
12603,,D,D,BankstownSportsCC,4,6
16193,,D,D,Unknown,4,6
12403,,D,D,WaratahMastersCC,4,6
16194,,D,D,Unknown,4,6
13559,,D,D,WaratahMastersCC,4,6
16195,1,D,c,WaratahMastersCC,4,6
16102,2,D,D,ParramattaCC,4,6
16187,3,D,D,WaratahMastersCC,4,6
12443,4,D,D,WaratahMastersCC,4,6
12334,5,D,D,WaratahMastersCC,4,6
16025,,E,E,VikingsCC,4,6
12909,,E,E,WaratahMastersCC,4,6
12468,,E,E,WaratahMastersCC,4,6
15567,,E,E,WaratahMastersCC,4,6
12494,,E,E,WaratahMastersCC,4,6
12335,,E,E,WaratahMastersCC,4,6
12647,,E,E,WaratahMastersCC,4,6
12347,,E,E,WaratahMastersCC,4,6
12353,1,E,E,WaratahMastersCC,4,6
15517,2,E,E,WaratahMastersCC,4,6
14115,3,E,E,WaratahMastersCC,4,6
12434,,F,E,WaratahMastersCC,4,6
12425,,F,F,WaratahMastersCC,4,6
15924,,F,F,WaratahMastersCC,4,6
13048,,F,F,WaratahMastersCC,4,6
12383,1,F,F,WaratahMastersCC,4,6
12557,2,F,F,DulwichHillBC,4,6
15283,,A,A,SydneyCC,11,6
15360,,A,A,WaratahMastersCC,11,6
14127,,A,A,WaratahMastersCC,11,6
12336,,A,A,WaratahMastersCC,11,6
14579,,A,A,PenrithCC,11,6
15679,1,A,A,NorthWesternSydneyCC,11,6
14558,2,A,A,NorthernSydneyCC,11,6
13826,3,A,A,ParramattaCC,11,6
13975,4,A,A,WaratahMastersCC,11,6
13945,5,A,A,WaratahMastersCC,11,6
15651,,B,B,WaratahMastersCC,11,6
15760,,B,B,SydneyUniVeloClub,11,6
14896,,B,B,WaratahMastersCC,11,6
12421,,B,B,WaratahMastersCC,11,6
14691,,B,B,WaratahMastersCC,11,6
12764,,B,B,SydneyCC,11,6
12479,,B,B,WaratahMastersCC,11,6
3661,,B,B,WaratahMastersCC,11,6
14230,,B,B,WaratahMastersCC,11,6
16078,,B,B,SydneyCC,11,6
15050,,B,B,SydneyUniVeloClub,11,6
15913,1,B,B,SydneyCC,11,6
15661,2,B,B,NorthernSydneyCC,11,6
3638,3,B,B,WaratahMastersCC,11,6
13985,4,B,B,RandwickBotanyCC,11,6
14439,5,B,B,WaratahMastersCC,11,6
3692,,C,C,WaratahMastersCC,11,6
14387,,C,C,WaratahMastersCC,11,6
12730,,C,C,WaratahMastersCC,11,6
15834,,C,C,WaratahMastersCC,11,6
16182,,C,C,SydneyCC,11,6
16195,,C,C,WaratahMastersCC,11,6
14388,,C,C,WaratahMastersCC,11,6
14531,,C,C,WaratahMastersCC,11,6
12412,,C,C,WaratahMastersCC,11,6
13336,1,C,C,WaratahMastersCC,11,6
14071,2,C,C,WaratahMastersCC,11,6
12716,3,C,C,HunterDistrictCC,11,6
16092,4,C,C,PenrithCC,11,6
14701,5,C,C,WaratahMastersCC,11,6
15256,,D,D,WaratahMastersCC,11,6
12483,,D,D,WaratahMastersCC,11,6
12456,,D,D,WaratahMastersCC,11,6
5058,,D,D,WaratahMastersCC,11,6
14148,,D,C,WaratahMastersCC,11,6
15857,,D,D,WaratahMastersCC,11,6
12371,,D,D,WaratahMastersCC,11,6
12576,,D,D,MarconiCC,11,6
12603,,D,D,BankstownSportsCC,11,6
16102,1,D,D,ParramattaCC,11,6
16187,2,D,D,WaratahMastersCC,11,6
12621,3,D,D,WaratahMastersCC,11,6
12443,4,D,D,WaratahMastersCC,11,6
13712,5,D,D,MarconiCC,11,6
12478,,E,D,WaratahMastersCC,11,6
12468,,E,E,WaratahMastersCC,11,6
15567,,E,E,WaratahMastersCC,11,6
14115,,E,E,WaratahMastersCC,11,6
12345,,E,D,WaratahMastersCC,11,6
15517,1,E,E,WaratahMastersCC,11,6
12353,2,E,E,WaratahMastersCC,11,6
12425,,F,F,WaratahMastersCC,11,6
15020,,F,F,WaratahMastersCC,11,6
12383,1,F,F,WaratahMastersCC,11,6
15655,,A,A,WaratahMastersCC,18,6
15531,,A,B,LidcombeAuburnCC,18,6
14579,,A,A,PenrithCC,18,6
5914,,A,A,MarconiCC,18,6
13975,,A,A,WaratahMastersCC,18,6
16045,,A,B,PenrithCC,18,6
16114,,A,A,MarconiCC,18,6
12336,,A,A,WaratahMastersCC,18,6
13201,,A,A,PenrithCC,18,6
13385,,A,A,MarconiCC,18,6
15648,,A,A,WaratahMastersCC,18,6
13114,1,A,A,PenrithCC,18,6
13432,2,A,A,MarconiCC,18,6
15244,3,A,A,ParramattaCC,18,6
15679,4,A,A,NorthWesternSydneyCC,18,6
14459,5,A,A,PenrithCC,18,6
13951,,B,B,LidcombeAuburnCC,18,6
15651,,B,B,WaratahMastersCC,18,6
13793,,B,B,PenrithCC,18,6
14123,,B,B,PenrithCC,18,6
15762,,B,B,WaratahMastersCC,18,6
14896,,B,B,WaratahMastersCC,18,6
13864,,B,B,ParramattaCC,18,6
3638,,B,B,WaratahMastersCC,18,6
13943,,B,A,WaratahMastersCC,18,6
15736,,B,B,PenrithCC,18,6
14691,,B,B,WaratahMastersCC,18,6
15546,,B,B,WaratahMastersCC,18,6
14230,,B,B,WaratahMastersCC,18,6
13886,,B,B,WaratahMastersCC,18,6
15652,,B,B,WaratahMastersCC,18,6
15661,1,B,B,NorthernSydneyCC,18,6
15485,2,B,B,BathurstCC,18,6
13773,3,B,B,MarconiCC,18,6
12552,4,B,B,PenrithCC,18,6
14439,5,B,B,WaratahMastersCC,18,6
3692,,C,C,WaratahMastersCC,18,6
15810,,C,C,WaratahMastersCC,18,6
12502,,C,C,WaratahMastersCC,18,6
15548,,C,C,WaratahMastersCC,18,6
15968,,C,C,RandwickBotanyCC,18,6
15914,,C,C,SutherlandShireCC,18,6
14701,,C,C,WaratahMastersCC,18,6
14531,,C,C,WaratahMastersCC,18,6
15576,,C,C,WaratahMastersCC,18,6
14246,,C,C,WaratahMastersCC,18,6
15804,,C,,WaratahMastersCC,18,6
16197,,C,C,WaratahMastersCC,18,6
12633,,C,C,Bicisport,18,6
15215,,C,B,MarconiCC,18,6
13535,,C,C,WaratahMastersCC,18,6
13847,,C,C,PenrithCC,18,6
12476,,C,C,WaratahMastersCC,18,6
14906,,C,C,MarconiCC,18,6
16170,,C,C,LidcombeAuburnCC,18,6
15981,,C,C,NorthWesternSydneyCC,18,6
15507,,C,C,WaratahMastersCC,18,6
14101,,C,C,WaratahMastersCC,18,6
14388,,C,C,WaratahMastersCC,18,6
15730,,C,C,NorthWesternSydneyCC,18,6
16152,,C,C,DulwichHillBC,18,6
12730,,C,C,WaratahMastersCC,18,6
16198,1,C,C,WaratahMastersCC,18,6
16103,2,C,C,WaratahMastersCC,18,6
14330,3,C,C,CaravelloCC,18,6
16092,4,C,C,PenrithCC,18,6
13196,5,C,C,PenrithCC,18,6
15256,,D,D,WaratahMastersCC,18,6
12576,,D,D,MarconiCC,18,6
5058,,D,D,WaratahMastersCC,18,6
12499,,D,D,WaratahMastersCC,18,6
12362,,D,D,WaratahMastersCC,18,6
14148,,D,C,WaratahMastersCC,18,6
13134,,D,D,WaratahMastersCC,18,6
12621,,D,D,WaratahMastersCC,18,6
12358,,D,D,WaratahMastersCC,18,6
15857,,D,D,WaratahMastersCC,18,6
14857,,D,D,WaratahMastersCC,18,6
14895,,D,D,WaratahMastersCC,18,6
16033,,D,D,MarconiCC,18,6
12483,,D,D,WaratahMastersCC,18,6
12456,,D,D,WaratahMastersCC,18,6
12334,,D,D,WaratahMastersCC,18,6
12353,,D,E,WaratahMastersCC,18,6
16199,,D,D,WaratahMastersCC,18,6
13807,,D,C,PenrithCC,18,6
12603,,D,D,BankstownSportsCC,18,6
13559,,D,D,WaratahMastersCC,18,6
13712,1,D,D,MarconiCC,18,6
16102,2,D,D,ParramattaCC,18,6
16200,3,D,D,NorthWesternSydneyCC,18,6
16187,4,D,D,WaratahMastersCC,18,6
12443,5,D,D,WaratahMastersCC,18,6
16025,,E,E,VikingsCC,18,6
12437,,E,F,WaratahMastersCC,18,6
12335,,E,E,WaratahMastersCC,18,6
14115,,E,E,WaratahMastersCC,18,6
12538,,E,E,ParramattaCC,18,6
12647,,E,E,WaratahMastersCC,18,6
12478,,E,D,WaratahMastersCC,18,6
12345,,E,D,WaratahMastersCC,18,6
12819,,E,E,CaravelloCC,18,6
12468,1,E,E,WaratahMastersCC,18,6
12494,2,E,E,WaratahMastersCC,18,6
12557,,F,F,DulwichHillBC,18,6
12434,,F,E,WaratahMastersCC,18,6
15020,,F,F,WaratahMastersCC,18,6
13048,,F,F,WaratahMastersCC,18,6
12383,1,F,F,WaratahMastersCC,18,6
12347,2,F,E,WaratahMastersCC,18,6
12417,,Helper,B,WaratahMastersCC,18,6
12679,,Helper,D,WaratahMastersCC,18,6
13960,,A,A,PenrithCC,25,6
14383,,A,A,LidcombeAuburnCC,25,6
13876,,A,A,PenrithCC,25,6
15648,,A,A,WaratahMastersCC,25,6
15531,,A,B,LidcombeAuburnCC,25,6
13975,,A,A,WaratahMastersCC,25,6
14104,,A,A,CNSW,25,6
15228,,A,A,ManlyWarringahCC,25,6
14544,,A,A,PenrithCC,25,6
14433,,A,A,SydneyCC,25,6
12336,,A,A,WaratahMastersCC,25,6
15268,,A,A,LidcombeAuburnCC,25,6
14419,,A,B,SutherlandShireCC,25,6
16114,,A,A,MarconiCC,25,6
12908,,A,A,Bicisport,25,6
15804,,A,,WaratahMastersCC,25,6
15136,,A,A,MacarthurCollegiansCC,25,6
15244,,A,A,ParramattaCC,25,6
14811,,A,A,LidcombeAuburnCC,25,6
13865,,A,A,CaravelloCC,25,6
14459,,A,A,PenrithCC,25,6
14450,,A,A,RandwickBotanyCC,25,6
13385,,A,A,MarconiCC,25,6
14536,,A,A,PenrithCC,25,6
13201,1,A,A,PenrithCC,25,6
13505,2,A,A,LidcombeAuburnCC,25,6
13114,3,A,A,PenrithCC,25,6
14170,4,A,A,MarconiCC,25,6
13969,5,A,A,RandwickBotanyCC,25,6
13480,,B,B,WaratahMastersCC,25,6
15652,,B,B,WaratahMastersCC,25,6
12552,,B,B,PenrithCC,25,6
12501,,B,B,WaratahMastersCC,25,6
14126,,B,B,WaratahMastersCC,25,6
13886,,B,B,WaratahMastersCC,25,6
13924,,B,B,PenrithCC,25,6
14896,,B,B,WaratahMastersCC,25,6
15800,,B,B,NorthWesternSydneyCC,25,6
15514,,B,B,PelotonSports,25,6
15185,,B,B,WaratahMastersCC,25,6
15473,,B,B,PenrithCC,25,6
15485,,B,B,BathurstCC,25,6
15956,,B,B,PenrithCC,25,6
13746,,B,B,CentralCoastCC,25,6
15736,,B,B,PenrithCC,25,6
14123,,B,B,PenrithCC,25,6
15439,,B,B,RandwickBotanyCC,25,6
14989,,B,B,LidcombeAuburnCC,25,6
14971,,B,B,WaratahMastersCC,25,6
15762,,B,B,WaratahMastersCC,25,6
15109,,B,A,LidcombeAuburnCC,25,6
14460,,B,B,PenrithCC,25,6
