Sat Oct 14 22:58:31 +0000 2017,"@david4wyong @NSWLabor @CountryLabor Gladys better be worried...wait for we the ""...we are listening... will do bet… https://t.co/2h0VEZlRRu"
Sat Oct 14 20:28:29 +0000 2017,"@david4wyong @NSWLabor @CountryLabor Yeah, but @NSWLabor’s tactic of preferencing the Gunslinging Elephant Eaters P… https://t.co/GgOPMzwhB1"
Sat Oct 14 19:08:44 +0000 2017,"@david4wyong @NSWLabor @CountryLabor Nats clear winners in Cootamundra which used to be the home of the Sheanans,legends of Rural Labor"
Sat Oct 14 18:11:03 +0000 2017,"@tanya_plibersek @NSWLabor Shooters haven't forgotten li'l ""Jackboot"" Johnny &amp; Labior losers who agreed with him."
Sat Oct 14 15:04:54 +0000 2017,"@ByronStol @NRL This involves your players. Can't you lobby govt Please?

https://t.co/jVtp8yTKXF  #Auspol @NSWLabor"
Sat Oct 14 13:56:33 +0000 2017,RT @Carltontowin: @david4wyong @BridgetOFlynn @NSWLabor @CountryLabor Who won it
Sat Oct 14 13:56:27 +0000 2017,@david4wyong @BridgetOFlynn @NSWLabor @CountryLabor Who won it
Sat Oct 14 13:26:22 +0000 2017,RT @StuartHickson_: Darcy Byrne @NSWLabor mayor of @iwcouncil has already started the purge of anybody on Twitter or Facebook who shows his…
Sat Oct 14 12:41:37 +0000 2017,@GregWarren_ @CountryLabor @NSWLabor @markrlennon @MickVeitchMLC @dmookheyMLC @AustralianLabor Good to see labor not doing well !
Sat Oct 14 12:25:48 +0000 2017,@david4wyong @CountryLabor @brycewilson75 @NSWLabor Great work from us is the UK https://t.co/JFfXuMnXXS
Sat Oct 14 10:42:51 +0000 2017,@kailamurnain @pauldutton1968 @NSWLabor Swing against who?
Sat Oct 14 10:41:04 +0000 2017,"#CootamundraByElection : 69% votes counted - @StephCookeNats on 16,347 - @sffAustralia on 8,767 - @NSWLabor on 8,865 votes. @PRIME7NewsCW"
Sat Oct 14 10:17:30 +0000 2017,@AustralisTerry @NSWLabor @AustralianLabor I understand the why but that still might make some feel dirty.
Sat Oct 14 10:17:03 +0000 2017,"@rationalbitch @NSWLabor @AustralianLabor Sorry, that last reply was meant for someone else."
Sat Oct 14 10:07:27 +0000 2017,@sandylanceley @NSWLabor @AustralianLabor Borak screwed over the greyhound inquiry before the one just past.and he is a monster
Sat Oct 14 10:02:46 +0000 2017,"@rationalbitch @NSWLabor @AustralianLabor I understand the why, but that still may make some feel dirty."
Sat Oct 14 10:01:50 +0000 2017,@sandylanceley @NSWLabor @AustralianLabor Strategy
Sat Oct 14 09:51:35 +0000 2017,@rationalbitch @NSWLabor @AustralianLabor Hard for them to talk genuinely about the issue after this.
Sat Oct 14 09:46:43 +0000 2017,@sandylanceley @NSWLabor @AustralianLabor screwed in the head and wondering why
